Family,Genus,Species
Plumbaginaceae,Dictyolimon,macrorrhabdos
Scrophulariaceae,Diascia,barberae
Scrophulariaceae,Diascia,barberae
Scrophulariaceae,Diascia,barberae
Scrophulariaceae,Diascia,barberae
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Brassicaceae,Alyssum,propinquum
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Asteraceae subfam. Asteroideae,Senecio,poeppigii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Polygonaceae,Eriogonum,lobbii
Asteraceae subfam. Asteroideae,Senecio,canescens
Asteraceae subfam. Asteroideae,Senecio,canescens
Asteraceae subfam. Asteroideae,Senecio,canescens
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Apocynaceae subfam. Asclepiadoideae,Asclepias,californica
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Asteraceae subfam. Asteroideae,Gaillardia,aristata
Asteraceae subfam. Asteroideae,Gaillardia,aristata
Asteraceae subfam. Asteroideae,Gaillardia,aristata
Asteraceae subfam. Asteroideae,Gaillardia,aristata
Asteraceae subfam. Asteroideae,Gaillardia,aristata
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Plantaginaceae,Penstemon,parvulus
Campanulaceae subfam. Campanuloideae,Campanula,lasiocarpa
Campanulaceae subfam. Campanuloideae,Campanula,lasiocarpa
Campanulaceae subfam. Campanuloideae,Campanula,lasiocarpa
Campanulaceae subfam. Campanuloideae,Campanula,lasiocarpa
Ranunculaceae subfam. Ranunculoideae,Clematis,douglasii
Ranunculaceae subfam. Ranunculoideae,Clematis,douglasii
Ranunculaceae subfam. Ranunculoideae,Clematis,douglasii
Asteraceae,Celmisia,spectabilis
Asteraceae,Celmisia,spectabilis
Asteraceae,Celmisia,spectabilis
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Ranunculaceae subfam. Ranunculoideae,Clematis,paniculata
Asteraceae,Anaphalioides,bellidioides
Asteraceae,Anaphalioides,bellidioides
Asteraceae,Anaphalioides,bellidioides
Asteraceae,Anaphalioides,bellidioides
Asteraceae,Anaphalioides,bellidioides
Proteaceae,Telopea,truncata
Proteaceae,Telopea,truncata
Ranunculaceae subfam. Thalictroideae,Thalictrum,uncatum
Ranunculaceae subfam. Thalictroideae,Thalictrum,uncatum
Ranunculaceae subfam. Thalictroideae,Thalictrum,uncatum
Ranunculaceae subfam. Thalictroideae,Thalictrum,uncatum
Ranunculaceae subfam. Thalictroideae,Thalictrum,uncatum
Lamiaceae,Teucrium,chamaedrys
Lamiaceae,Teucrium,chamaedrys
Lamiaceae,Teucrium,chamaedrys
Lamiaceae,Teucrium,chamaedrys
Lamiaceae,Teucrium,chamaedrys
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,superbus
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Caryophyllaceae,Dianthus,knappii
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Rosaceae,Sorbus,sp.
Ephedraceae,Ephedra,breana
Ephedraceae,Ephedra,breana
Ephedraceae,Ephedra,breana
Ephedraceae,Ephedra,breana
Asteraceae,Werneria,nubigena
Asteraceae,Werneria,nubigena
Asteraceae,Werneria,nubigena
Asteraceae,Werneria,nubigena
Asteraceae,Werneria,nubigena
Asteraceae,Werneria,nubigena
Lamiaceae,Salvia,dichroantha
Lamiaceae,Salvia,dichroantha
Lamiaceae,Salvia,dichroantha
Cistaceae,Cistus,salviifolius
Cistaceae,Cistus,salviifolius
Cistaceae,Cistus,salviifolius
Ranunculaceae subfam. Ranunculoideae,Delphinium,speciosum
Ranunculaceae subfam. Ranunculoideae,Delphinium,speciosum
Ranunculaceae subfam. Ranunculoideae,Delphinium,speciosum
Campanulaceae subfam. Campanuloideae,Campanula,fragilis
Campanulaceae subfam. Campanuloideae,Campanula,fragilis
Campanulaceae subfam. Campanuloideae,Campanula,fragilis
Geraniaceae,Geranium,pratense
Geraniaceae,Geranium,pratense
Geraniaceae,Geranium,pratense
Geraniaceae,Geranium,pratense
Campanulaceae subfam. Campanuloideae,Campanula,patula
Campanulaceae subfam. Campanuloideae,Campanula,patula
Campanulaceae subfam. Campanuloideae,Campanula,patula
Campanulaceae subfam. Campanuloideae,Campanula,patula
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Lamiaceae,Thymus,sibthorpii
Asteraceae subfam. Carduoideae,Centaurea,montana
Asteraceae subfam. Carduoideae,Centaurea,montana
Asteraceae subfam. Carduoideae,Centaurea,montana
Asteraceae subfam. Carduoideae,Centaurea,montana
Aristolochiaceae,Aristolochia,guichardii
Aristolochiaceae,Aristolochia,guichardii
Aristolochiaceae,Aristolochia,guichardii
Aristolochiaceae,Aristolochia,guichardii
Aristolochiaceae,Aristolochia,guichardii
Ranunculaceae subfam. Ranunculoideae,Anemone,occidentalis
Ranunculaceae subfam. Ranunculoideae,Anemone,occidentalis
Ranunculaceae subfam. Ranunculoideae,Anemone,occidentalis
Plantaginaceae,Penstemon,barrettiae
Plantaginaceae,Penstemon,barrettiae
Plantaginaceae,Penstemon,barrettiae
Plantaginaceae,Penstemon,barrettiae
Plantaginaceae,Penstemon,barrettiae
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Asparagaceae,Brodiaea,californica
Acanthaceae,Ruellia,ciliata
Acanthaceae,Ruellia,ciliata
Acanthaceae,Ruellia,ciliata
Acanthaceae,Ruellia,ciliata
Iridaceae,Watsonia,laccata
Iridaceae,Watsonia,laccata
Iridaceae,Watsonia,laccata
Iridaceae,Watsonia,laccata
Campanulaceae subfam. Campanuloideae,Campanula,shetleri
Campanulaceae subfam. Campanuloideae,Campanula,shetleri
Campanulaceae subfam. Campanuloideae,Campanula,shetleri
Campanulaceae subfam. Campanuloideae,Campanula,shetleri
Asphodelaceae,Kniphofia,triangularis
Asphodelaceae,Kniphofia,triangularis
Asphodelaceae,Kniphofia,triangularis
Asphodelaceae,Kniphofia,triangularis
Geraniaceae,Geranium,soboliferum
Geraniaceae,Geranium,soboliferum
Geraniaceae,Geranium,soboliferum
Geraniaceae,Geranium,sanguineum
Geraniaceae,Geranium,sanguineum
Saxifragaceae,Saxifraga,paniculata
Saxifragaceae,Saxifraga,paniculata
Saxifragaceae,Saxifraga,paniculata
Saxifragaceae,Saxifraga,paniculata
Saxifragaceae,Saxifraga,paniculata
Saxifragaceae,Saxifraga,paniculata
Violaceae,Viola,calcarata
Violaceae,Viola,calcarata
Violaceae,Viola,calcarata
Violaceae,Viola,calcarata
Violaceae,Viola,calcarata
Violaceae,Viola,calcarata
Caryophyllaceae,Dianthus,gracilis
Caryophyllaceae,Dianthus,gracilis
Scrophulariaceae,Verbascum,thapsus
Scrophulariaceae,Verbascum,thapsus
Scrophulariaceae,Verbascum,thapsus
Scrophulariaceae,Verbascum,thapsus
Scrophulariaceae,Verbascum,thapsus
Lamiaceae,Mentha,spicata
Lamiaceae,Mentha,spicata
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Boraginaceae,Anchusa,officinalis
Apiaceae,Angelica,archangelica
Apiaceae,Angelica,archangelica
Apiaceae,Angelica,archangelica
Iridaceae,Dierama,galpinii
Iridaceae,Dierama,galpinii
Iridaceae,Dierama,galpinii
Iridaceae,Dierama,galpinii
Iridaceae,Dierama,galpinii
Iridaceae,Dierama,galpinii
Geraniaceae,Geranium,sanguineum
Geraniaceae,Geranium,sanguineum
Geraniaceae,Geranium,sanguineum
Geraniaceae,Geranium,sanguineum
Geraniaceae,Geranium,sanguineum
Lamiaceae,Ocimum,americanum
Lamiaceae,Ocimum,americanum
Lamiaceae,Ocimum,americanum
Lamiaceae,Ocimum,americanum
Lamiaceae,Ocimum,americanum
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Ranunculaceae subfam. Thalictroideae,Aquilegia,baluchistanica
Convolvulaceae,Convolvulus,armatus
Convolvulaceae,Convolvulus,armatus
Aristolochiaceae,Asarum,europaeum
Aristolochiaceae,Asarum,europaeum
Aristolochiaceae,Asarum,europaeum
Aristolochiaceae,Asarum,europaeum
Aristolochiaceae,Asarum,europaeum
Aristolochiaceae,Asarum,europaeum
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Ranunculaceae subfam. Ranunculoideae,Clematis,tibetana
Asteraceae subfam. Asteroideae,Tanacetum,balsamita
Asteraceae subfam. Asteroideae,Tanacetum,balsamita
Iridaceae,Libertia,sessiliflora
Iridaceae,Libertia,sessiliflora
Iridaceae,Libertia,sessiliflora
Iridaceae,Libertia,sessiliflora
Iridaceae,Libertia,sessiliflora
Iridaceae,Libertia,sessiliflora
Proteaceae,Protea,subvestita
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Ericaceae,Rhododendron,sp.
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Brassicaceae,Erysimum,
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Lamiaceae,Salvia,officinalis
Malvaceae,Fremontodendron,californicum
Euphorbiaceae,Euphorbia,griffithii
Euphorbiaceae,Euphorbia,griffithii
Euphorbiaceae,Euphorbia,griffithii
Euphorbiaceae,Euphorbia,griffithii
Euphorbiaceae,Euphorbia,griffithii
Euphorbiaceae,Euphorbia,characias
Euphorbiaceae,Euphorbia,characias
Apiaceae,Eryngium,variifolium
Apiaceae,Eryngium,variifolium
Apiaceae,Eryngium,variifolium
Apiaceae,Eryngium,variifolium
Apiaceae,Eryngium,variifolium
Lamiaceae,Thymus,leucotrichus
Lamiaceae,Thymus,leucotrichus
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Poaceae subfam. Bambusoideae,Chusquea,montana
Cornaceae,Cornus,mas
Cornaceae,Cornus,mas
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Iridaceae,Hesperantha,coccinea
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Malus,rockii
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Rosaceae,Stranvaesia,microphylla
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Ericaceae,Rhododendron,maddenii
Iridaceae,Dierama,latifolium
Iridaceae,Dierama,latifolium
Iridaceae,Dierama,latifolium
Iridaceae,Dierama,latifolium
Iridaceae,Dierama,latifolium
Iridaceae,Dierama,latifolium
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Asphodelaceae,Kniphofia,sp.
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Iridaceae,Dierama,reynoldsii
Asphodelaceae,Kniphofia,albescens
Asphodelaceae,Kniphofia,albescens
Asphodelaceae,Kniphofia,albescens
Stylidiaceae,Stylidium,graminifolium
Stylidiaceae,Stylidium,graminifolium
Stylidiaceae,Stylidium,graminifolium
Stylidiaceae,Stylidium,graminifolium
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Rubiaceae,Coprosma,nitida
Stylidiaceae,Stylidium,graminifolium
Stylidiaceae,Stylidium,graminifolium
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Fabaceae subfam. Faboideae,Oxylobium,ellipticum
Poaceae subfam. Pharoideae,Agrostis,muscosa
Poaceae subfam. Pharoideae,Agrostis,muscosa
Poaceae subfam. Pharoideae,Agrostis,muscosa
Plantaginaceae,Veronica,decora
Plantaginaceae,Veronica,decora
Plantaginaceae,Veronica,decora
Plantaginaceae,Veronica,decora
Plantaginaceae,Veronica,decora
Plantaginaceae,Veronica,decora
Iridaceae,Babiana,ringens
Iridaceae,Babiana,ringens
Iridaceae,Babiana,ringens
Iridaceae,Babiana,ringens
Asteraceae,Celmisia,armstrongii
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Zingiberaceae,Roscoea,humeana
Asteraceae subfam. Asteroideae,Senecio,kawakamii
Asteraceae subfam. Asteroideae,Senecio,kawakamii
Asteraceae subfam. Asteroideae,Senecio,kawakamii
Brassicaceae,Draba,paysonii
Brassicaceae,Draba,paysonii
Brassicaceae,Draba,paysonii
Plantaginaceae,Penstemon,roezlii
Plantaginaceae,Penstemon,roezlii
Plantaginaceae,Penstemon,roezlii
Rhamnaceae,Ceanothus,pumilus
Rhamnaceae,Ceanothus,pumilus
Rhamnaceae,Ceanothus,pumilus
Boraginaceae,Turricula,parryi
Boraginaceae,Turricula,parryi
Boraginaceae,Turricula,parryi
Talinaceae,Talinum,brevifolium
Talinaceae,Talinum,brevifolium
Talinaceae,Talinum,brevifolium
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Sapindaceae,Acer,erythranthum
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Stachyuraceae,Stachyurus,salicifolius
Crassulaceae,Sedum,sp.
Crassulaceae,Sedum,sp.
Crassulaceae,Sedum,sp.
Crassulaceae,Sedum,sp.
Asteraceae subfam. Cichorioideae,Hypochaeris,sp.(5627)
Asteraceae subfam. Cichorioideae,Hypochaeris,sp.(5627)
Euphorbiaceae,Euphorbia,spinosa
Euphorbiaceae,Euphorbia,spinosa
Euphorbiaceae,Euphorbia,spinosa
Euphorbiaceae,Euphorbia,spinosa
Euphorbiaceae,Euphorbia,spinosa
Hypericaceae,Hypericum,balearicum
Hypericaceae,Hypericum,balearicum
Hypericaceae,Hypericum,balearicum
Hypericaceae,Hypericum,balearicum
Hypericaceae,Hypericum,balearicum
Papaveraceae subfam. Papaveroideae,Papaver,rhaeticum
Papaveraceae subfam. Papaveroideae,Papaver,rhaeticum
Papaveraceae subfam. Papaveroideae,Papaver,rhaeticum
Pinaceae,Pinus,mugo
Pinaceae,Pinus,mugo
Pinaceae,Pinus,mugo
Pinaceae,Pinus,mugo
Pinaceae,Pinus,mugo
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Asteraceae subfam. Asteroideae,Achillea,clavennae
Ranunculaceae subfam. Ranunculoideae,Ranunculus,parnassifolius
Ranunculaceae subfam. Ranunculoideae,Ranunculus,parnassifolius
Asteraceae subfam. Asteroideae,Erigeron,aurantiacus
Asteraceae subfam. Asteroideae,Erigeron,aurantiacus
Asteraceae subfam. Asteroideae,Erigeron,aurantiacus
Asteraceae subfam. Asteroideae,Erigeron,aurantiacus
Aristolochiaceae,Aristolochia,californica
Primulaceae,Primula,algida
Primulaceae,Primula,algida
Primulaceae,Primula,algida
Oxalidaceae,Oxalis,adenophylla
Oxalidaceae,Oxalis,adenophylla
Oxalidaceae,Oxalis,adenophylla
Salicaceae,Salix,× boydii
Salicaceae,Salix,× boydii
Lamiaceae,Lavandula,angustifolia
Lamiaceae,Lavandula,angustifolia
Lamiaceae,Lavandula,angustifolia
Lamiaceae,Lavandula,angustifolia
Poaceae subfam. Pooideae,Stipa,neaei
Poaceae subfam. Pooideae,Stipa,neaei
Poaceae subfam. Pooideae,Stipa,neaei
Poaceae subfam. Pooideae,Stipa,neaei
Poaceae subfam. Pooideae,Stipa,neaei
Cistaceae,Helianthemum,canum
Cistaceae,Helianthemum,canum
Cistaceae,Helianthemum,canum
Cistaceae,Helianthemum,canum
Cistaceae,Helianthemum,canum
Rubiaceae,Mitchella,repens
Rubiaceae,Mitchella,repens
Rubiaceae,Mitchella,repens
Rubiaceae,Mitchella,repens
Melanthiaceae Tribe Melanthieae,Veratrum,formosanum
Melanthiaceae Tribe Melanthieae,Veratrum,formosanum
Melanthiaceae Tribe Melanthieae,Veratrum,formosanum
Melanthiaceae Tribe Melanthieae,Veratrum,formosanum
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
Anacardiaceae,Rhus,typhina
